date,shortfall_pct,rule_action,gap_to_target_action
2015-12-20,17.015978894499007,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 87.7% and reduce blasting delay to 1.9 hrs (Forecast: 808.6t) | Option 2: Increase uptime to 89.2% and reduce blasting delay to 2.1 hrs (Forecast: 800.7t) | Option 3: Increase uptime to 88.4% and reduce blasting delay to 1.9 hrs (Forecast: 808.1t)
2015-12-25,16.48843558812797,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.7% and reduce blasting delay to 1.6 hrs (Forecast: 805.8t) | Option 2: Increase uptime to 84.6% and reduce blasting delay to 1.6 hrs (Forecast: 805.8t) | Option 3: Increase uptime to 87.5% and reduce blasting delay to 1.9 hrs (Forecast: 811.7t)
2015-12-31,26.541578417040384,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 86.8% and reduce blasting delay to 1.7 hrs (Forecast: 810.3t) | Option 2: Increase uptime to 87.5% and reduce blasting delay to 1.7 hrs (Forecast: 835.8t) | Option 3: Increase uptime to 89.7% and reduce blasting delay to 1.9 hrs (Forecast: 821.4t)
2016-01-02,18.869173715073124,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 93.9% and reduce blasting delay to 2.6 hrs (Forecast: 837.3t) | Option 2: Increase uptime to 94.3% and reduce blasting delay to 2.6 hrs (Forecast: 837.3t) | Option 3: Increase uptime to 94.6% and reduce blasting delay to 2.6 hrs (Forecast: 847.7t)
2016-01-05,28.7457266301892,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 93.9% and reduce blasting delay to 2.6 hrs (Forecast: 815.3t) | Option 2: Increase uptime to 94.2% and reduce blasting delay to 2.6 hrs (Forecast: 815.3t) | Option 3: Increase uptime to 94.5% and reduce blasting delay to 2.6 hrs (Forecast: 833.6t)
2016-01-07,21.14596885799851,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.1% and reduce blasting delay to 1.4 hrs (Forecast: 811.6t) | Option 2: Increase uptime to 86.1% and reduce blasting delay to 1.8 hrs (Forecast: 823.4t) | Option 3: Increase uptime to 84.1% and reduce blasting delay to 1.4 hrs (Forecast: 813.0t)
2016-01-14,17.54250200099022,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.9% and reduce blasting delay to 1.7 hrs (Forecast: 806.0t) | Option 2: Increase uptime to 85.0% and reduce blasting delay to 1.7 hrs (Forecast: 806.0t) | Option 3: Increase uptime to 83.9% and reduce blasting delay to 1.6 hrs (Forecast: 806.7t)
2016-01-16,19.64178314412653,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 82.5% and reduce blasting delay to 1.7 hrs (Forecast: 807.4t) | Option 2: Increase uptime to 86.9% and reduce blasting delay to 2.2 hrs (Forecast: 812.2t) | Option 3: Increase uptime to 84.0% and reduce blasting delay to 1.7 hrs (Forecast: 821.6t)
2016-01-18,22.75322874555769,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 94.7% and reduce blasting delay to 2.5 hrs (Forecast: 825.6t) | Option 2: Increase uptime to 94.9% and reduce blasting delay to 2.5 hrs (Forecast: 827.8t) | Option 3: Increase uptime to 95.2% and reduce blasting delay to 2.5 hrs (Forecast: 827.8t)
2016-01-19,17.16547967081326,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.7% and reduce blasting delay to 1.7 hrs (Forecast: 800.4t) | Option 2: Increase uptime to 83.7% and reduce blasting delay to 1.6 hrs (Forecast: 798.4t) | Option 3: Increase uptime to 84.6% and reduce blasting delay to 1.7 hrs (Forecast: 801.8t)
2016-01-23,17.216061445873894,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.5% and reduce blasting delay to 1.7 hrs (Forecast: 802.2t) | Option 2: Increase uptime to 83.5% and reduce blasting delay to 1.6 hrs (Forecast: 802.9t) | Option 3: Increase uptime to 84.7% and reduce blasting delay to 1.7 hrs (Forecast: 803.6t)
2016-01-25,42.952697951938326,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.5% and reduce blasting delay to 1.5 hrs (Forecast: 807.4t) | Option 2: Increase uptime to 86.3% and reduce blasting delay to 1.7 hrs (Forecast: 817.3t) | Option 3: Increase uptime to 87.7% and reduce blasting delay to 1.8 hrs (Forecast: 809.2t)
2016-01-26,16.862671548230615,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 82.9% and reduce blasting delay to 1.7 hrs (Forecast: 802.0t) | Option 2: Increase uptime to 82.9% and reduce blasting delay to 1.6 hrs (Forecast: 802.0t) | Option 3: Increase uptime to 82.9% and reduce blasting delay to 1.6 hrs (Forecast: 799.7t)
2016-02-05,25.18148229392433,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 85.7% and reduce blasting delay to 2.2 hrs (Forecast: 835.0t) | Option 2: Increase uptime to 83.2% and reduce blasting delay to 2.0 hrs (Forecast: 827.5t) | Option 3: Increase uptime to 84.0% and reduce blasting delay to 2.0 hrs (Forecast: 828.9t)
2016-02-06,32.27281633207293,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.4% and reduce blasting delay to 1.9 hrs (Forecast: 825.3t) | Option 2: Increase uptime to 83.4% and reduce blasting delay to 1.8 hrs (Forecast: 837.3t) | Option 3: Increase uptime to 84.8% and reduce blasting delay to 1.9 hrs (Forecast: 826.7t)
2016-02-07,33.80142288972652,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.9% and reduce blasting delay to 1.8 hrs (Forecast: 812.0t) | Option 2: Increase uptime to 83.9% and reduce blasting delay to 1.6 hrs (Forecast: 809.3t) | Option 3: Increase uptime to 85.4% and reduce blasting delay to 1.8 hrs (Forecast: 812.0t)
2016-02-13,26.17058385327984,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.6% and reduce blasting delay to 1.7 hrs (Forecast: 806.4t) | Option 2: Increase uptime to 83.6% and reduce blasting delay to 1.6 hrs (Forecast: 808.2t) | Option 3: Increase uptime to 84.8% and reduce blasting delay to 1.7 hrs (Forecast: 807.8t)
2016-02-14,41.30133242820796,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.1% and reduce blasting delay to 1.7 hrs (Forecast: 800.9t) | Option 2: Increase uptime to 84.3% and reduce blasting delay to 1.7 hrs (Forecast: 802.3t) | Option 3: Increase uptime to 83.1% and reduce blasting delay to 1.5 hrs (Forecast: 809.0t)
2016-02-18,25.932642329697664,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 87.0% and reduce blasting delay to 2.2 hrs (Forecast: 807.5t) | Option 2: Increase uptime to 82.7% and reduce blasting delay to 1.7 hrs (Forecast: 810.8t) | Option 3: Increase uptime to 87.0% and reduce blasting delay to 2.1 hrs (Forecast: 805.8t)
2016-02-23,28.90296211502704,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.5% and reduce blasting delay to 2.4 hrs (Forecast: 826.7t) | Option 2: Increase uptime to 84.3% and reduce blasting delay to 2.4 hrs (Forecast: 828.1t) | Option 3: Increase uptime to 85.2% and reduce blasting delay to 2.4 hrs (Forecast: 828.1t)
2016-02-24,42.08858779173707,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.1% and reduce blasting delay to 1.9 hrs (Forecast: 820.5t) | Option 2: Increase uptime to 84.2% and reduce blasting delay to 1.9 hrs (Forecast: 821.9t) | Option 3: Increase uptime to 86.5% and reduce blasting delay to 2.1 hrs (Forecast: 824.2t)
2016-02-26,29.38643780166111,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 94.6% and reduce blasting delay to 3.0 hrs (Forecast: 815.5t) | Option 2: Increase uptime to 93.8% and reduce blasting delay to 2.5 hrs (Forecast: 826.3t) | Option 3: Increase uptime to 92.7% and reduce blasting delay to 2.3 hrs (Forecast: 868.6t)
2016-02-27,30.33299684089338,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.7% and reduce blasting delay to 1.4 hrs (Forecast: 809.0t) | Option 2: Increase uptime to 88.2% and reduce blasting delay to 1.9 hrs (Forecast: 808.8t) | Option 3: Increase uptime to 80.8% and reduce blasting delay to 1.2 hrs (Forecast: 816.6t)
2016-02-28,45.3352482157802,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 84.1% and reduce blasting delay to 1.7 hrs (Forecast: 808.5t) | Option 2: Increase uptime to 85.4% and reduce blasting delay to 1.7 hrs (Forecast: 808.5t) | Option 3: Increase uptime to 84.1% and reduce blasting delay to 1.6 hrs (Forecast: 806.4t)
2016-02-29,15.774217566398631,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 82.8% and reduce blasting delay to 1.7 hrs (Forecast: 804.1t) | Option 2: Increase uptime to 82.8% and reduce blasting delay to 1.5 hrs (Forecast: 806.3t) | Option 3: Increase uptime to 84.3% and reduce blasting delay to 1.7 hrs (Forecast: 816.1t)
2016-03-01,20.781470809740167,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 82.7% and reduce blasting delay to 1.2 hrs (Forecast: 802.9t) | Option 2: Increase uptime to 81.3% and reduce blasting delay to 1.1 hrs (Forecast: 814.2t) | Option 3: Increase uptime to 82.7% and reduce blasting delay to 1.1 hrs (Forecast: 878.5t)
2016-03-03,19.93768981355905,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 91.6% and reduce blasting delay to 2.4 hrs (Forecast: 807.3t) | Option 2: Increase uptime to 92.0% and reduce blasting delay to 2.4 hrs (Forecast: 807.3t) | Option 3: Increase uptime to 91.6% and reduce blasting delay to 2.3 hrs (Forecast: 807.3t)
2016-03-10,25.306039696094366,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.8% and reduce blasting delay to 1.7 hrs (Forecast: 807.4t) | Option 2: Increase uptime to 84.7% and reduce blasting delay to 1.7 hrs (Forecast: 808.8t) | Option 3: Increase uptime to 85.6% and reduce blasting delay to 1.7 hrs (Forecast: 803.6t)
2016-03-13,20.149271134985213,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 84.2% and reduce blasting delay to 1.7 hrs (Forecast: 804.2t) | Option 2: Increase uptime to 84.2% and reduce blasting delay to 1.6 hrs (Forecast: 804.9t) | Option 3: Increase uptime to 82.8% and reduce blasting delay to 1.3 hrs (Forecast: 809.2t)
2016-03-14,25.167204304619844,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.1% and reduce blasting delay to 1.7 hrs (Forecast: 810.1t) | Option 2: Increase uptime to 84.1% and reduce blasting delay to 1.7 hrs (Forecast: 816.5t) | Option 3: Increase uptime to 85.0% and reduce blasting delay to 1.7 hrs (Forecast: 816.5t)
2016-03-18,22.39876849722804,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 91.3% and reduce blasting delay to 2.5 hrs (Forecast: 805.4t) | Option 2: Increase uptime to 90.3% and reduce blasting delay to 2.3 hrs (Forecast: 802.8t) | Option 3: Increase uptime to 91.8% and reduce blasting delay to 2.5 hrs (Forecast: 805.4t)
2016-03-19,16.6672294550701,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.7% and reduce blasting delay to 1.6 hrs (Forecast: 807.8t) | Option 2: Increase uptime to 84.9% and reduce blasting delay to 1.6 hrs (Forecast: 807.0t) | Option 3: Increase uptime to 83.7% and reduce blasting delay to 1.5 hrs (Forecast: 814.8t)
2016-03-20,20.97102969677536,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.3% and reduce blasting delay to 1.7 hrs (Forecast: 806.6t) | Option 2: Increase uptime to 83.3% and reduce blasting delay to 1.6 hrs (Forecast: 807.3t) | Option 3: Increase uptime to 83.3% and reduce blasting delay to 1.5 hrs (Forecast: 813.6t)
2016-03-22,39.06668402376453,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.9% and reduce blasting delay to 1.7 hrs (Forecast: 803.2t) | Option 2: Increase uptime to 85.4% and reduce blasting delay to 1.7 hrs (Forecast: 803.2t) | Option 3: Increase uptime to 83.9% and reduce blasting delay to 1.6 hrs (Forecast: 801.2t)
2016-03-25,28.643356381332524,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 89.2% and reduce blasting delay to 2.4 hrs (Forecast: 813.7t) | Option 2: Increase uptime to 87.3% and reduce blasting delay to 2.2 hrs (Forecast: 803.2t) | Option 3: Increase uptime to 89.8% and reduce blasting delay to 2.4 hrs (Forecast: 813.7t)
2016-03-26,19.08246029436172,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.5% and reduce blasting delay to 1.7 hrs (Forecast: 805.3t) | Option 2: Increase uptime to 84.4% and reduce blasting delay to 1.7 hrs (Forecast: 804.4t) | Option 3: Increase uptime to 85.3% and reduce blasting delay to 1.7 hrs (Forecast: 804.4t)
2016-03-29,23.00487665977595,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 89.1% and reduce blasting delay to 2.4 hrs (Forecast: 802.1t) | Option 2: Increase uptime to 89.1% and reduce blasting delay to 2.2 hrs (Forecast: 820.8t) | Option 3: Increase uptime to 89.8% and reduce blasting delay to 2.4 hrs (Forecast: 802.1t)
2016-03-31,27.413644460625907,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.4% and reduce blasting delay to 1.7 hrs (Forecast: 796.8t) | Option 2: Increase uptime to 84.3% and reduce blasting delay to 1.7 hrs (Forecast: 798.2t) | Option 3: Increase uptime to 85.3% and reduce blasting delay to 1.7 hrs (Forecast: 798.2t)
2016-04-03,28.564170955250525,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.1% and reduce blasting delay to 1.6 hrs (Forecast: 799.4t) | Option 2: Increase uptime to 87.9% and reduce blasting delay to 2.2 hrs (Forecast: 797.9t) | Option 3: Increase uptime to 89.1% and reduce blasting delay to 2.4 hrs (Forecast: 812.4t)
2016-04-05,42.53948077013084,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.8% and reduce blasting delay to 1.6 hrs (Forecast: 792.7t) | Option 2: Increase uptime to 89.2% and reduce blasting delay to 2.3 hrs (Forecast: 793.5t) | Option 3: Increase uptime to 82.5% and reduce blasting delay to 1.4 hrs (Forecast: 786.2t)
2016-04-06,19.252062109181363,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 80.9% and reduce blasting delay to 1.2 hrs (Forecast: 790.1t) | Option 2: Increase uptime to 82.3% and reduce blasting delay to 1.3 hrs (Forecast: 791.2t) | Option 3: Increase uptime to 83.8% and reduce blasting delay to 1.6 hrs (Forecast: 795.3t)
2016-04-07,36.74687210218583,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.7% and reduce blasting delay to 1.7 hrs (Forecast: 802.7t) | Option 2: Increase uptime to 89.1% and reduce blasting delay to 2.4 hrs (Forecast: 791.9t) | Option 3: Increase uptime to 86.4% and reduce blasting delay to 1.9 hrs (Forecast: 790.5t)
2016-04-09,28.59137651271877,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 86.1% and reduce blasting delay to 1.7 hrs (Forecast: 780.5t) | Option 2: Increase uptime to 80.5% and reduce blasting delay to 1.1 hrs (Forecast: 800.3t) | Option 3: Increase uptime to 86.1% and reduce blasting delay to 1.6 hrs (Forecast: 781.1t)
2016-04-10,22.623047678415624,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 85.7% and reduce blasting delay to 1.6 hrs (Forecast: 787.8t) | Option 2: Increase uptime to 89.8% and reduce blasting delay to 2.2 hrs (Forecast: 802.5t) | Option 3: Increase uptime to 81.6% and reduce blasting delay to 1.3 hrs (Forecast: 782.5t)
2016-04-14,31.19487153610696,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.8% and reduce blasting delay to 1.7 hrs (Forecast: 777.1t) | Option 2: Increase uptime to 84.9% and reduce blasting delay to 1.7 hrs (Forecast: 777.1t) | Option 3: Increase uptime to 83.8% and reduce blasting delay to 1.6 hrs (Forecast: 775.1t)
2016-04-15,29.49340554521299,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 84.1% and reduce blasting delay to 1.9 hrs (Forecast: 774.4t) | Option 2: Increase uptime to 81.5% and reduce blasting delay to 1.6 hrs (Forecast: 774.2t) | Option 3: Increase uptime to 84.1% and reduce blasting delay to 1.8 hrs (Forecast: 780.0t)
2016-04-19,18.774632235587944,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 92.1% and reduce blasting delay to 2.5 hrs (Forecast: 793.7t) | Option 2: Increase uptime to 92.4% and reduce blasting delay to 2.5 hrs (Forecast: 795.7t) | Option 3: Increase uptime to 92.8% and reduce blasting delay to 2.5 hrs (Forecast: 795.7t)
2016-04-26,28.370850870978508,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 85.9% and reduce blasting delay to 2.2 hrs (Forecast: 790.3t) | Option 2: Increase uptime to 85.9% and reduce blasting delay to 2.1 hrs (Forecast: 788.7t) | Option 3: Increase uptime to 86.8% and reduce blasting delay to 2.2 hrs (Forecast: 796.8t)
2016-05-05,15.613758824396468,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 83.9% and reduce blasting delay to 2.0 hrs (Forecast: 794.4t) | Option 2: Increase uptime to 82.5% and reduce blasting delay to 1.7 hrs (Forecast: 780.4t) | Option 3: Increase uptime to 83.9% and reduce blasting delay to 1.9 hrs (Forecast: 800.1t)
2016-05-08,20.359512285794608,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 94.8% and reduce blasting delay to 2.6 hrs (Forecast: 835.6t) | Option 2: Increase uptime to 95.1% and reduce blasting delay to 2.6 hrs (Forecast: 835.6t) | Option 3: Increase uptime to 95.3% and reduce blasting delay to 2.6 hrs (Forecast: 835.6t)
2016-05-12,36.8777377085875,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 80.7% and reduce blasting delay to 1.2 hrs (Forecast: 783.1t) | Option 2: Increase uptime to 80.7% and reduce blasting delay to 1.1 hrs (Forecast: 783.1t) | Option 3: Increase uptime to 82.2% and reduce blasting delay to 1.2 hrs (Forecast: 776.8t)
2016-05-14,16.07229041486498,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 80.9% and reduce blasting delay to 1.3 hrs (Forecast: 781.2t) | Option 2: Increase uptime to 80.9% and reduce blasting delay to 1.2 hrs (Forecast: 791.7t) | Option 3: Increase uptime to 83.6% and reduce blasting delay to 1.6 hrs (Forecast: 797.9t)
2016-05-18,17.289647802617992,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 89.1% and reduce blasting delay to 2.4 hrs (Forecast: 788.8t) | Option 2: Increase uptime to 89.8% and reduce blasting delay to 2.4 hrs (Forecast: 788.8t) | Option 3: Increase uptime to 89.1% and reduce blasting delay to 2.3 hrs (Forecast: 795.5t)
2016-05-19,27.813186926606043,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 89.5% and reduce blasting delay to 2.4 hrs (Forecast: 792.9t) | Option 2: Increase uptime to 90.1% and reduce blasting delay to 2.4 hrs (Forecast: 797.8t) | Option 3: Increase uptime to 90.6% and reduce blasting delay to 2.4 hrs (Forecast: 797.8t)
2016-05-20,17.75137869609579,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 87.6% and reduce blasting delay to 2.2 hrs (Forecast: 775.3t) | Option 2: Increase uptime to 84.3% and reduce blasting delay to 1.9 hrs (Forecast: 770.2t) | Option 3: Increase uptime to 86.8% and reduce blasting delay to 2.0 hrs (Forecast: 777.9t)
2016-05-21,26.791921926133483,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 83.0% and reduce blasting delay to 1.9 hrs (Forecast: 773.1t) | Option 2: Increase uptime to 84.1% and reduce blasting delay to 1.9 hrs (Forecast: 774.5t) | Option 3: Increase uptime to 82.0% and reduce blasting delay to 1.7 hrs (Forecast: 771.3t)
2016-05-26,22.490859496989383,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 93.7% and reduce blasting delay to 2.5 hrs (Forecast: 803.5t) | Option 2: Increase uptime to 94.0% and reduce blasting delay to 2.5 hrs (Forecast: 803.5t) | Option 3: Increase uptime to 94.3% and reduce blasting delay to 2.5 hrs (Forecast: 817.8t)
2016-05-28,38.50662399248278,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 89.4% and reduce blasting delay to 2.4 hrs (Forecast: 793.4t) | Option 2: Increase uptime to 90.1% and reduce blasting delay to 2.4 hrs (Forecast: 798.3t) | Option 3: Increase uptime to 89.4% and reduce blasting delay to 2.2 hrs (Forecast: 809.9t)
2016-05-30,28.82078703480503,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 87.2% and reduce blasting delay to 2.2 hrs (Forecast: 781.3t) | Option 2: Increase uptime to 89.2% and reduce blasting delay to 2.4 hrs (Forecast: 808.3t) | Option 3: Increase uptime to 87.8% and reduce blasting delay to 2.2 hrs (Forecast: 783.8t)
2016-06-02,28.40853760957347,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 92.2% and reduce blasting delay to 0.8 hrs (Forecast: 776.5t) | Option 2: Increase uptime to 94.2% and reduce blasting delay to 1.0 hrs (Forecast: 774.4t) | Option 3: Increase uptime to 89.3% and reduce blasting delay to 0.5 hrs (Forecast: 772.9t)
2016-06-03,36.39792242620884,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 92.1% and reduce blasting delay to 0.7 hrs (Forecast: 774.4t) | Option 2: Increase uptime to 92.1% and reduce blasting delay to 0.6 hrs (Forecast: 774.4t) | Option 3: Increase uptime to 93.4% and reduce blasting delay to 0.7 hrs (Forecast: 783.7t)
2016-06-04,30.49947631804254,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 93.6% and reduce blasting delay to 0.9 hrs (Forecast: 770.4t) | Option 2: Increase uptime to 93.6% and reduce blasting delay to 0.9 hrs (Forecast: 770.5t) | Option 3: Increase uptime to 92.3% and reduce blasting delay to 0.7 hrs (Forecast: 781.7t)
2016-06-06,44.92430872276032,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 93.7% and reduce blasting delay to 0.0 hrs (Forecast: 782.0t) | Option 2: Increase uptime to 94.3% and reduce blasting delay to 0.0 hrs (Forecast: 782.0t) | Option 3: Increase uptime to 94.8% and reduce blasting delay to 0.0 hrs (Forecast: 774.3t)
2016-06-07,30.360820697623485,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 98.7% and reduce blasting delay to 1.8 hrs (Forecast: 761.7t) | Option 2: Increase uptime to 98.7% and reduce blasting delay to 1.7 hrs (Forecast: 791.0t) | Option 3: Increase uptime to 94.6% and reduce blasting delay to 1.0 hrs (Forecast: 763.4t)
2016-06-08,27.24062797082525,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 94.5% and reduce blasting delay to 1.2 hrs (Forecast: 761.6t) | Option 2: Increase uptime to 94.5% and reduce blasting delay to 1.2 hrs (Forecast: 761.6t) | Option 3: Increase uptime to 94.5% and reduce blasting delay to 1.1 hrs (Forecast: 761.6t)
2016-06-09,18.70069087371617,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 93.7% and reduce blasting delay to 1.2 hrs (Forecast: 756.1t) | Option 2: Increase uptime to 94.2% and reduce blasting delay to 1.2 hrs (Forecast: 756.1t) | Option 3: Increase uptime to 93.7% and reduce blasting delay to 1.1 hrs (Forecast: 756.1t)
2016-06-10,43.52585610833692,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 90.3% and reduce blasting delay to 0.1 hrs (Forecast: 758.8t) | Option 2: Increase uptime to 91.7% and reduce blasting delay to 0.1 hrs (Forecast: 769.3t) | Option 3: Increase uptime to 90.3% and reduce blasting delay to 0.0 hrs (Forecast: 768.3t)
2016-06-12,17.74536610569169,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 93.8% and reduce blasting delay to 1.2 hrs (Forecast: 754.2t) | Option 2: Increase uptime to 93.8% and reduce blasting delay to 1.2 hrs (Forecast: 754.2t) | Option 3: Increase uptime to 94.3% and reduce blasting delay to 1.2 hrs (Forecast: 754.2t)
2016-06-13,22.45229066009108,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 91.7% and reduce blasting delay to 0.5 hrs (Forecast: 755.8t) | Option 2: Increase uptime to 91.7% and reduce blasting delay to 0.5 hrs (Forecast: 758.3t) | Option 3: Increase uptime to 91.7% and reduce blasting delay to 0.4 hrs (Forecast: 758.3t)
2016-06-14,18.67830299906612,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 90.4% and reduce blasting delay to 0.3 hrs (Forecast: 758.0t) | Option 2: Increase uptime to 98.6% and reduce blasting delay to 0.7 hrs (Forecast: 750.1t) | Option 3: Increase uptime to 98.6% and reduce blasting delay to 0.7 hrs (Forecast: 779.9t)
2016-06-16,27.838870373574743,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 100.0% and reduce blasting delay to 0.7 hrs (Forecast: 747.4t) | Option 2: Increase uptime to 100.0% and reduce blasting delay to 0.7 hrs (Forecast: 747.4t) | Option 3: Increase uptime to 98.1% and reduce blasting delay to 0.4 hrs (Forecast: 761.4t)
2016-06-17,23.28542991966348,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 93.4% and reduce blasting delay to 1.3 hrs (Forecast: 745.9t) | Option 2: Increase uptime to 91.5% and reduce blasting delay to 0.9 hrs (Forecast: 744.3t) | Option 3: Increase uptime to 93.4% and reduce blasting delay to 1.2 hrs (Forecast: 745.9t)
